,University Name,Course Name,Description,Degree,Internship,Accreditation,URL,Last Update
227,George Washington University,Bachelor's Degree Completion Program in Homeland Security,"The subject of homeland security is at the forefront of study by law enforcement officials, security professionals, current and former military personnel, intelligence analysts and government contractors. Our Homeland Security Bachelor's Degree Completion program will provide you with the knowledge, skills and abilities you need to succeed in these positions. You will be equipped with greater potential for career advancement—whether you are searching for a new job in the marketplace, reaching for a promotion or exploring a second career.

One of the unique features of our program's cutting-edge education and training is its methodology. You will learn about Threats > Analysis > Response in an organized and logical flow, beginning with the study of current threats to domestic soft targets and national security. You will build on your understanding of threats by next focusing your studies on intelligence and evidence interpretation. Finally, you will focus on response measures and industry best practices.

Additional Information: https://www.cps.gwu.edu/homeland-security-bachelors-degree-completion-program",Bachelor Degree,Yes,Middle States Commission on Higher Education,http://www.gwu.edu/,8/4/2021
228,George Washington University,Graduate Certificate in Emergency Management and Public Health,"The George Washington University (GWU) Department of Engineering Management and Systems Engineering offers this Graduate Certificate in coordination with the GWU School of Public Health. The certificate courses provide an interdisciplinary graduate education for persons engaged in or seeking professional careers in public health and emergency management, emergency public health (including public health preparedness), or healthcare emergency management. Theory and practice are addressed for the public, private, and not-for-profit sectors, including managing medical and health issues in humanitarian emergencies. Courses are conveniently offered in the evening hours at GWU's Main Campus in Foggy Bottom, Washington, DC, under ""not for attribution"" rules that promote frank discussion with faculty, guest speakers and other students. Successful certificate students can have all 18 credits accepted if they choose to advance through a Master of Science degree in Engineering Management, an engineering degree that is highly desirable in the marketplace. There is no GRE requirement for the MS admission if students do well in initial Certificate courses.

This Graduate Certificate consists of four three-credit courses in the Crisis, Emergency and Risk Management (CERM) and two three-credit Public Health Core Courses. Classes are primarily during the evening time slot and faculty recognize that most students are working professionals. CERM faculty all have extensive practice expertise in their course topic areas, in addition to their passion for teaching. The Washington DC location promotes opportunity for many guest speakers during class sessions, providing up-to-date, insider views on important topics related to the relevant course.

CERM class sessions include in-class exercises, student presentations, and rich class discussions that encourage student interaction and learning from each other, which broadens their understanding of the field and the many available career opportunities. Class activities and research assignments are designed to provide both the knowledge and the skills/abilities important for excelling in professional management, especially related to crisis and emergency management and the relevant healthcare and pubic health issues.

Graduates of this Certificate Program have had exceptional opportunities as they have advanced in their careers, working in a wide range of medical, public health, emergency management and international agencies and organizations.

Additional Information: https://www.emse.seas.gwu.edu/graduate-prospective-students

https://www.emse.seas.gwu.edu/graduate-certificates",Masters Level,No,Middle States Commission on Higher Education,http://www.gwu.edu/,2/27/2020
229,George Washington University,Graduate Certificate in Homeland Security Emergency Preparedness and Response,"The George Washington University (GWU) Department of Engineering Management and Systems Engineering offers this interesting Graduate Certificate. It provides an interdisciplinary graduate education for persons engaged in or seeking professional careers in homeland security and/or emergency management in the public sector, or emergency management, crisis management, business continuity or business resilience practice in the for-profit and nonprofit sectors. Many certificate students continue on to complete the Master of Science (MS) degree in Engineering Management, an engineering degree that is highly desirable in the marketplace. There is no GRE requirement for the MS admission if students do well in initial Certificate courses. Other certificate students have completed the graduate certificate and combined it with a Master's degree in Public Administration or Public Policy from the GWU School of Media and Public Affairs, with no additional course load.

The Graduate Certificate consists of six three-credit courses in the Crisis, Emergency and Risk Management (CERM). Classes are on the GWU Foggy Bottom (Washington, DC) campus in the evening time slot and most students are working professionals. CERM faculty all have extensive practice expertise in their course topic areas, in addition to their passion for teaching. The Washington DC location promotes opportunity for many guest speakers during class sessions, providing up-to-date, insider views on important topics related to the relevant course. CERM class sessions are conducted under not-for-attribution rules to promote frank discussion by faculty, guest speakers and students. In-class exercises, student presentations, and class discussions encourage student interaction and learning from each other, which broadens their understanding of the field and the many career opportunities. Class activities and research assignments are designed to provide both the knowledge and the skills/abilities important for excelling in professional management, especially related to crisis and emergency management.

Certificate graduates have had exceptional opportunities as they advance in their careers. The wide range of interesting career paths taken by certificate and MS program graduates reflect the level of management expertise gained in this educational experience. Attention to detail is focused upon program management as well as risk reduction and managing highly uncertain emergency and disaster situations.

Additional Information: https://www.emse.seas.gwu.edu/graduate-prospective-students

https://www.emse.seas.gwu.edu/graduate-certificates",Masters Level,No,Middle States Commission on Higher Education,http://www.gwu.edu/,2/27/2020
230,George Washington University,Master of Professional Studies in Cybersecurity Strategy and Information Management,"This program was developed for working professionals from the military, homeland security and private sectors who want to gain the expertise to address current and emerging challenges in cyber space. You will learn more about the strategies and practices that will empower you to manage critical information in the fight against hackers, terrorism, and cyber criminals. This program will also enhance the cyber security leadership skills of current homeland security and criminal justice professionals, preparing the next generation of strategic leaders who work to secure the country's digital infrastructure.

Additional Information: https://www.programs.gwu.edu/graduate/cybersecurity-strategy-and-information-management",Masters Level,No,Middle States Commission on Higher Education,http://www.gwu.edu/,1/2/2020
231,George Washington University,Master of Professional Studies in Homeland Security,"The master's degree in Homeland Security provides a comprehensive, full field view of both current and emerging threats, as well as a cutting edge graduate curriculum in homeland security studies that examines relevant national and information security policy and practices in the public and private sectors. Designed to prepare working professionals with experience in fields including law enforcement, emergency management, corporate security, public safety, public health preparedness and the military for future leadership positions, the program is taught by acknowledged experts who draw upon their first hand practical knowledge and strategic expertise. Ultimately, with a master's degree in homeland security from GW, you will gain an enhanced understanding of security policies and best practices to maintain preparedness and meet homeland security threats head-on.

You can earn your MPS in Homeland Security in just 36 credits, which can be completed in 16 months. This degree is designed for working professionals in the homeland security field (including military and first-responders) who want to develop leadership skills and an in-depth understanding of current as well as emerging homeland security issues.

This program may be completed in-person in Arlington, VA, or fully online.

Additional Information:

https://www.cps.gwu.edu/homeland-security-master-professional-studies",Masters Level,Yes,Middle States Commission on Higher Education,http://www.gwu.edu/,8/4/2021
232,George Washington University,"Master of Science in Engineering Management with a Focus in Crisis, Emergency, and Risk Management","The George Washington University (GWU) Department of Engineering Management and Systems Engineering offers this degree. The Crisis, Emergency and Risk Management (CERM) focus area is layered upon an engineering management foundation, producing an engineering master's degree that is highly desirable in the marketplace. The program provides an interdisciplinary graduate education for persons engaged in or seeking professional careers in emergency management, crisis management and business continuity practice and resilience in government, private and not-for-profit sectors.

The 36 credit hour Master of Science in Engineering Management requires no prior engineering education, but some background in quantitative methods is helpful. This is an academic Master's program that qualifies the graduate for quality doctoral programs, in contrast to an executive or professional master's degree, and has been used by students as a step towards medical and other competitive professional doctoral programs. Emergency Management is treated as a management science, and coursework presents disciplined and applied CERM principles and practices, including problem solving and managing solutions across the CERM contexts. Focus area faculty have extensive professional experience in their course topics in addition to their passion for teaching.

Courses are taught on campus, under not-for-attribution rules, so that faculty and guest speakers can provide comprehensive information and conduct frank discussion. In-class exercises, student presentations, and rich class discussions encourage student interaction and learning from each other, which broadens their understanding of the field and the many career opportunities. Most coursework is scheduled in the evenings and faculty recognize that most students have full time professional jobs. International students are very welcome.

Engineering Management foundational courses prepare graduates to manage technical organizations and conduct disciplined analyses for complex technical decision-making. This provides foundational skills for leadership in crisis and emergency management and a range of other complex organizations. Graduates with this engineering degree have been exceptionally successful in pursuing careers across a very broad CERM professional area. Careers include Federal, State and local emergency management agencies, public health (DHHS and state/local public health agencies), hospital emergency managers, university emergency managers, university leadership in safety and security, business continuity and crisis management for very large (Fortune 500) private organizations, management in national security organizations, consulting and many others. The wide range of interesting career paths reflect the level of management expertise gained in this educational experience. Attention to detail is focused upon program management as well as risk reduction and managing highly uncertain emergency and disaster situations.

Additional Information: https://www.emse.seas.gwu.edu/graduate-prospective-students

https://www.emse.seas.gwu.edu/master-science-engineering-management",Masters Level,No,Middle States Commission on Higher Education,http://www.gwu.edu/,2/27/2020
233,George Washington University,"Ph.D. in Engineering Management with Research Focus in the Field of Crisis, Emergency and Risk Mgmt.","The George Washington University Department of Engineering Management and Systems Engineering offers a 54 credit hour Doctor of Philosophy (Ph.D.) in Engineering Management with a focus in Crisis, Emergency, and Risk Management (CERM). No prior engineering education is required, but interest and aptitude in disciplined quantitative and qualitative methods is helpful. The program is designed to establish a detailed understanding of the broad field of emergency management, crisis management, organizational resiliency, disaster response, plus disciplined research methods as the student contributes new knowledge to this exciting field. The research focus is very flexible, allowing students to select their specific area of interest for their dissertation. Ph.D. Program graduates have had influential careers in senior leadership positions (US Department of Homeland Security, FEMA, US Military, other), international disaster management (Office of US Foreign Disaster Assistance, World Bank, others), think tanks and consulting organizations, teaching and research, and practice.

Doctoral students receive strong mentoring from faculty in the CERM focus area. The location in Washington, DC provides excellent educational, conference and professional opportunities beyond the formal education, and faculty that actively work to integrate doctoral students into their professional areas of interest and obtain recognition of their academic achievements.

The Ph.D. program includes 30 credit hours of coursework in CERM courses, management of technical organizations, and quantitative and qualitative research methods for doctoral research. Following successful course completion and passing the Doctoral Qualifying Examination, students complete a minimum of 24 credit hours of dissertation research, publish an article and defend their written dissertation. Specific course requirements, application requirements, and program details are available at the addresses below. Most coursework is completed through on-campus classes and mentorship meetings. Dissertation work and some independent courses can be conducted at a distance from campus.

Course work (Ten courses = 30 credits):

-Qualifying Examination

-Written Exam (Part I)

-Focus Area Exam (Part II)

-Candidacy

-Publication Requirement

-Proposal Defense

-Dissertation Research (24 credits)

-Final Examination/Doctoral Defense

-Electronic Dissertation Submission

-Post-Graduate Survey

Additional Information: https://www.emse.seas.gwu.edu/doctor-philosophy

https://www.emse.seas.gwu.edu/crisis-emergency-risk-management (Includes list of potential electives)",Doctoral Level,No,Middle States Commission on Higher Education,http://www.gwu.edu/,2/27/2020
234,Georgetown University,Executive Master of Professional Studies in Emergency and Disaster Management (Online),"Develop the critical thinking and leadership skills required to maximize performance and take decisive action in times of crisis.

The executive master's in Emergency and Disaster Management offers a unique combination of online learning and on-site residencies to provide participants with a thorough understanding of this evolving field. Students progress through the one-year program as a cohort, completing five courses that focus on various facets of the emergency management field.

During each course, the cohort comes together for weeklong group residencies that integrate critical thinking exercises, hands-on practice, and engagements with some of the world's top industry experts and organizations. In between these residencies, participants engage in online study, developing a deeper understanding of key concepts and industry best practices through individual coursework, readings, and group discussions.

Additional Information: https://scs.georgetown.edu/programs/366/executive-master-of-professional-studies-in-emergency-and-disaster-management/",Masters Level,No,Middle States Commission on Higher Education,https://www.georgetown.edu/,12/3/2020
235,Georgetown University,Graduate Certificate in Biohazardous Threat Agents and Emerging Infectious Diseases (Online),"Georgetown University Medical Center, Department of Microbiology and Immunology offers an online Graduate Certificate in Biohazardous Threat Agents and Emerging Infectious Diseases. This 12-credit certificate program focuses on critical concepts of biological threats to health security. The curriculum covers classic biological threat agents as well as the future of global health security, bioterrorism, homeland security, and preparedness and response to CBRNE threats. Graduates of our program are employed in both public health and security-focused positions across government, academia, and private sector organizations.

Our certificate program provides full-time working professionals an opportunity to build their knowledge-base on emerging threats across the biological, chemical, and nuclear security spheres.

The program is currently conducting a full curriculum review with hopes of unveiling revised class content and topics for the fall of 2020.

Certificate Highlights:

-Program is offered entirely online.

-Full time (2 courses per semester) or part time (1 course per semester) study options are available.

-Access to full-time and adjunct faculty of the Biohazardous Threat Agents and Emerging Diseases Master of Science program.

-Admitted students enjoy online access to Georgetown library and other resources and regular communication with their professors and other certificate students.

-Graduating students will receive an official Georgetown Certificate as well as a transcript from the Georgetown University Graduate School of Arts and Sciences. The credit hours earned are fully transferable into the MS and Ph.D. programs offered by the Department of Microbiology and Immunology.

Additional Information: https://biohaz.georgetown.edu/",Masters Level,No,Middle States Commission on Higher Education,https://www.georgetown.edu/,4/24/2019
236,Georgetown University,International Executive Master of Professional Studies in Emergency and Disaster Management (Online),"The International Executive Master of Professional Studies in Emergency and Disaster Management is designed to shape the next generation of leaders in government, the private sector, and nonprofit organizations. With a global focus, this program prepares emergency management professionals to effectively apply preparedness principles, mitigate potential threats, and manage response and recovery efforts within an international context.

As a student in the program, you ll develop the knowledge and tools needed to address a variety of international threats and hazards. You ll also gain a deeper understanding of the opportunities and constraints to navigating roles, responsibilities, and resources across and within international borders.

Through a blend of online learning and on-site residencies, our program introduces you to the added complexity of international natural and man-made disasters. You ll complete one-week residencies around the world where you ll tackle challenges such as terrorism, public health and humanitarian crises, natural and technological hazards and disasters, and the collaboration and communication of preparedness, response, and recovery across international borders.

In between residencies, you ll learn through a combination of real-time lectures, online coursework, and group discussions. This component of the program is entirely virtual, so you can complete your studies from the comfort of your home or office.

Additional Information: https://scs.georgetown.edu/programs/440/executive-master-of-professional-studies-international-emergency-disaster-management/?utm_campaign=DohaCampusLead",Masters Level,No,Middle States Commission on Higher Education,https://www.georgetown.edu/,12/11/2020
237,Georgetown University,Master of Professional Studies in Emergency and Disaster Management (Online),"Georgetown's Master of Professional Studies in Emergency and Disaster Management prepares you to excel in an evolving field. You'll gain a comprehensive understanding of today's emergency management landscape while mastering the contemporary communication, critical thinking, and technical skills that position you for success.

Unlike many response-focused emergency management programs, our degree takes a sophisticated and holistic approach to the field. You'll examine the full disaster lifecycle with a particular focus on preparedness and recovery within a U.S. context.

Designed for entry- and mid-level professionals, our program offers flexible options to fit your schedule. You can take classes online, on campus, or through a combination of both so you don't have to interrupt your career to earn your degree.

Ethics is a cornerstone of our program. You'll study the foundational standards and practices integral to serving communities in need while exploring the emerging challenges that today's professionals face. By the end of the program, you'll be prepared to responsibly plan for, mitigate, and respond to crises of all shapes and sizes.

Additional Information: https://scs.georgetown.edu/programs/419/master-of-professional-studies-in-emergency-and-disaster-management/",Masters Level,No,Middle States Commission on Higher Education,https://www.georgetown.edu/,12/11/2020
238,Georgetown University,Master of Science in Biohazardous Threat Agents and Emerging Infectious Diseases,"Georgetown University, Graduate School of Arts and Sciences, Department of Microbiology and Immunology offers a Master of Science degree in Biohazardous Threat Agents and Emerging Infectious Diseases. This unique M.S. program is designed to provide students with a solid foundation in the concepts of biological risk, disease threat, and mitigation strategies. The curriculum covers classic biological threats agents as well as the future of global health security, emerging diseases, technologies, and biological risk mitigation. Graduates of our program are employed in both public health and security-focused positions across government and private sector organizations. Students that enroll in the program must complete 30 credit hours.

*Choose either course.

Additional Information: https://biohaz.georgetown.edu/master-of-science-in-biohazardous-threat-agents-emerging-infectious-diseases/",Masters Level,No,Middle States Commission on Higher Education,https://www.georgetown.edu/,4/24/2019
239,Georgetown University,Master of Science in Biomedical Science Policy and Advocacy,"Biomedical Science Policy and Advocacy is an inherently multidisciplinary approach that promotes the understanding of science and the use of scientific evidence in the policy-making process through engagement of technical experts, decision-makers, and the public. Students who enroll in the program must complete 30 credits of coursework.

Additional Information: https://sciencepolicy.georgetown.edu/",Masters Level,No,Middle States Commission on Higher Education,https://www.georgetown.edu/,8/4/2021
240,Grantham University,Bachelor of Science in Criminal Justice with Homeland Security Specialty (Online),"Grantham University is offering a Bachelor of Arts degree in Criminal Justice with a concentration in Homeland Security.

This program is designed to prepare students for work in areas involving the protection of our nation's borders and recovery from emergencies. Graduates are qualified to work in such areas as border security and intelligence; terrorism preventions and analysis; emergency and disaster planning.

Additional Information: https://www.grantham.edu/online-degrees/criminal-justice-bachelors/",Bachelor Degree,No,Distance Education Accrediting Commission,https://www.grantham.edu/,1/2/2020
241,Guilford Technical Community College,Associate in Applied Science in Emergency Management,"Guilford Technical Community College is offering an Associate in Applied Science in Emergency Management. The program curriculum is designed to provide students with a foundation of technical and professional knowledge needed for emergency services delivery in local and state government agencies. Study involves both management and technical aspects of law enforcement, fire protection, emergency medical services, and emergency planning.

Associate in Applied Science in Emergency Management Curriculum: (66-67 Credits)

Additional Information: https://www.gtcc.edu/academics/academic-programs/index.php",Associate Level,No,Southern Association of Colleges and Schools Commission on Colleges,http://www.gtcc.edu,2/28/2020
242,Guilford Technical Community College,Certificate in Emergency Management,"The Emergency Management certificate is designed to provide technical and professional knowledge necessary to create a foundation of the emergency management field of study. The courses offered provide a full range of concepts for students to create a well-rounded knowledge base. Students will focus on an overview of emergency management, terrorism, phases of disaster management, and the national incident management system. No lab work is required to complete the certificate.

Program Outcome:

Upon successful completion of the Emergency Management Certificate, the graduate will be able to:

-Demonstrate a knowledge base in the field of emergency management and provide a foundation for future career decisions.

Additional Information: https://www.gtcc.edu/academics/academic-programs/index.php",Certificate Programs,No,Southern Association of Colleges and Schools Commission on Colleges,http://www.gtcc.edu,2/28/2020
243,Harper College,Associate in Applied Science in Emergency and Disaster Management,"The 61 credit-hour program in Emergency and Disaster Management provides foundational knowledge and initial exposure to the Emergency Management field. Students explore a variety of areas within the discipline, including the four phases of emergency management, terrorism in emergency management, as well as inter-agency disaster management. This degree program is designed for students seeking entry-level exposure to the emergency management field, as well as for professionals in industries such as fire science, homeland security, and emergency response administration who are seeking to bolster their emergency management background. This degree program is recognized by FEMA's Emergency Management Institute for higher education.

Select at least 12 credit hours from the following courses: EMG 131, EMG 151(F), EMG 205(S), EMG 231, EMG 251(S), FIS 121, FIS 230(F), FIS 250(S), FIS 270(S).

*Choose either course.

Additional Information: https://www.harpercollege.edu/academics/public-service/emergency-management/emergency-disaster-management-degree.php

https://www.harpercollege.edu/academics/public-service/emergency-management/index.php",Associate Level,Yes,Higher Learning Commission,https://www.harpercollege.edu/index.php,3/1/2021
244,Harper College,Certificate in Emergency and Disaster Management,"The 61 credit-hour program in Emergency and Disaster Management provides foundational knowledge and initial exposure to the Emergency Management field. Students explore a variety of areas within the discipline, including the four phases of emergency management, terrorism in emergency management, as well as inter-agency disaster management. This degree program is designed for students seeking entry-level exposure to the emergency management field, as well as for professionals in industries such as fire science, homeland security, and emergency response administration who are seeking to bolster their emergency management background. This degree program is recognized by FEMA's Emergency Management Institute for higher education.

Additional Information: https://www.harpercollege.edu/academics/public-service/emergency-management/emergency-disaster-management-certificate.php

https://www.harpercollege.edu/academics/public-service/emergency-management/index.php",Certificate Programs,Yes,Higher Learning Commission,https://www.harpercollege.edu/index.php,3/1/2021
245,Harvard Kennedy School,Cybersecurity: The Intersection of Policy and Technology,"Cybersecurity: The Intersection of Policy and Technology is an intensive week-long program that brings together technologists, operators, and policymakers to address the critical threats of a cyber world. It is led by renowned Harvard faculty, senior policymakers, and cybersecurity experts, many of whom advise governments, agencies, and industries around the world on security and technology. Lectures, case studies, and exercises will focus on a conceptual framework for the design of both cybersecurity policy and technology, while group sessions will enable you to engage directly with your peers, solve problems, and discuss how cybersecurity insights can be applied in your own country and organization. During the program, participants will: develop a deeper understanding of the technical realities of cyberspace; explore the nature of emergent and future cyber threats; evaluate strategies and policy responses to these threats; and build professional skills in group work and scenario assessment.

Cybersecurity is a non-credit, professional development program and participants must attend all classes to receive a certificate of completion.

Additional Information: https://www.hks.harvard.edu/educational-programs/executive-education/cybersecurity",One or More Courses,No,New England Association of Schools and Colleges,https://www.hks.harvard.edu/,1/5/2021
246,Harvard Kennedy School,Leadership in Crises Program: Preparation and Performance,"Leadership in Crises: Preparation and Performance examines what constitutes excellent performance in emergency situations, and what it takes to achieve it. The program offers participants an analytical framework for understanding the dynamics of emergencies and the particular exigencies that differentiate crisis situations from routine emergencies. Moreover, it provides an in-depth look at the role leaders play in crafting and executing appropriate responses and preparing their organizations in advance of a crisis. Leadership in Crises: Preparation and Performance features intensive, interactive discussions using the Harvard case study method, supplemented by lectures, exercises, and small group work. Case studies focus on actual emergency experiences and conceptual approaches to crisis response. This method allows participants to thoughtfully work through possible approaches and solutions to the problems. Outstanding Harvard faculty, practitioner instructors, and small group interaction provide a stimulating and intellectually challenging experience. The program is designed for leaders working at all levels who may be asked to play a role in emergency and disaster response.

Leadership in Crises - Preparation and Performance is a non-credit, professional development program and participants must attend all classes to receive a certificate of completion.

Additional Information: https://www.hks.harvard.edu/educational-programs/executive-education/leadership-crises",One or More Courses,No,New England Association of Schools and Colleges,https://www.hks.harvard.edu/,1/5/2021
247,Harvard Kennedy School,Senior Executive Fellows,"Senior Executive Fellows (SEF) helps promising top-level managers like you gain the skills needed for practical, effective leadership. Created over 30 years ago, SEF is the preeminent choice for public sector professional development and has the distinct advantage of time and history on its side. Senior Executive Fellows offer participants a rare opportunity to learn from the nation's top educators, researchers, and practitioners; to share experiences and network with peers from the U.S. and international governments; and to become part of the Harvard Kennedy School Executive Education alumni community—all in just a few extraordinary weeks. The curriculum also explores ways for leaders to become more effective in problem-solving, strategic analysis, persuasion, and negotiation. SEF's competency-based instruction incorporates the Office of Personnel Management (OPM) Executive Core Qualifications (ECQs) for selection to, assessment of, and continued assignment within the Senior Executive Service (SES). It is the program of choice for participants in SES Candidate Development Programs (SES-CDP).

Senior Executive Fellows is a non-credit, professional development program and participants must attend all classes to receive a certificate of completion.

Additional Information: https://www.hks.harvard.edu/educational-programs/executive-education/senior-executive-fellows",One or More Courses,No,New England Association of Schools and Colleges,https://www.hks.harvard.edu/,1/5/2021
248,Harvard Kennedy School,Senior Executives in National and International Security,"Senior Executives in National and International Security is Harvard Kennedy School's premier program for senior-level civilian and military officials in security roles. Senior Executives in National and International Security is an intensive two-week session consisting of interactive seminars, exercises, discussion groups, guest speakers, and informal conversations with faculty, colleagues, students, and staff. This range of interactions provides you with a well-rounded educational experience that emphasizes working with issues in a very real, hands-on way. The program will provide participants with: a detailed examination of global security challenges; an opportunity to analyze international security policies with regional experts; interaction with world-class faculty and leading experts in international affairs; and a lasting network of 70 security leaders from 20+ countries. The program is designed for senior executives from the United States and abroad. Participants are typically flag and general officers from the uniformed military, as well as equivalent senior civilian leaders in government, international organizations, and defense industries. The group typically represents the Department of Defense and its agencies, the Department of State, the intelligence community, Congressional committees, U.S. and foreign law enforcement, foreign governments and militaries, private industry, and international organizations.

Senior Executives in National and International Security is a non-credit, professional development program and participants must attend all classes to receive a certificate of completion.

Additional Information: https://www.hks.harvard.edu/educational-programs/executive-education/senior-executives-national-and-international-security",One or More Courses,No,New England Association of Schools and Colleges,https://www.hks.harvard.edu/,1/5/2021
249,"Harvard University, Graduate School of Design",Master's in Design Studies: Risk and Resilience,"Risk and Resilience, a concentration area within the Master in Design Studies, is a one-and-a-half or two year non-studio degree program that sets out to support novel approaches to socio-spatial planning through design. Design as a discipline provides cities, communities, and individuals with tools to effectively prepare for, cope with, and anticipate rapid change within the spatial, social and economic vulnerabilities it produces. The program prepares students to identify, articulate and propose preemptive forms of practice. While the program is grounded in the physical and tectonic realities of location, it is the social and political conflicts that emerge as sites of investigation.

Additional Information: http://www.gsd.harvard.edu

https://www.gsd.harvard.edu/master-in-design-studies-mdes-pre-fall-2021/risk-and-resilience/",Masters Level,No,New England Commission of Higher Education,https://www.harvard.edu/,5/8/2020
250,Hesston College,Associate of Arts in Disaster Management,"The Disaster Management Program at Hesston College prepares students in trained leadership to respond to survivor needs during times of disaster, like in the aftermath of tornadoes, hurricanes, earthquakes, floods, fires and other scenarios. The program is a cooperative venture between Hesston College and Mennonite Disaster Service (MDS) to fill those needs, and is built on a solid foundation of spiritual, academic and experiential learning.

Additional Information: https://www.hesston.edu/academics/departments/disaster-management/#major",Associate Level,Yes,Higher Learning Commission,http://www.hesston.edu,7/1/2019
251,Highline College,Associate of Applied Science in Homeland Security and Emergency Management (Online),"The Homeland Security Emergency Management (HSEM) Associate degree is designed to prepare the next generation of emergency management and policy leaders with the knowledge and skills they need to improve outcomes in disasters of all types. This online degree program trains you to oversee emergency planning and training programs, coordinate disaster response and recovery efforts, and navigate the administrative and technical demands of disaster and emergency management efforts.

This training is applicable to all emergency services fields, businesses, and industries, and prepares students to work in any hazard emergency environment—natural or technological. Careful consideration is also given to help students understand related socioeconomic and cultural diversity issues, preparing them to succeed in all situations and environments.

*Choose either course.

Additional Information: https://justice.highline.edu/programs/aas-homeland-security-emergency-management/

http://catalog.highline.edu/preview_program.php?catoid=22&poid=6589&returnto=65",Associate Level,No,Northwest Commission on Colleges and Universities,https://www.highline.edu/,1/12/2021
252,Howard University,Graduate Certificate in Homeland Security,"The Graduate Certificate in Cybersecurity is designed to provide a concentrated and in-depth exposure to critical connected systems and infrastructure security concerns to enhance professional capability of graduate students.

Cybersecurity has become an increasingly important area of study within the discipline of computer science and engineering, especially in view of the increased demands for national security. The interdisciplinary program is comprised of the curriculum in the Department of Electrical Engineering and Computer Science.

Courses can be used towards the masters degree program in computer science to provide a continuous path for the student towards a master degree. The Certificate program requires 15 credits.

Additional Information: https://www2.howard.edu/academics",Masters Level,No,Middle States Commission on Higher Education,https://home.howard.edu/,6/23/2018
253,Idaho State University Meridian,Associate of Science in Homeland Security and Emergency Management (Online),"Idaho State University (ISU) Meridian offers Associates of Science in Homeland Security and Emergency Management (HSEM). The blended program positions graduates to embark on a wide array of professions involving the collective capabilities of the whole community to prepare for, respond to, recover from, and mitigate all threats and hazards. ISU recently acquired the HSEM program from Concordia University-Portland providing students the best of both programs and greater course options and pathways as they seek meaning knowledge about protecting and securing our country.

The ISU HSEM program is a multidisciplinary program that will prepare you to communicate clearly, adapt to any situation, and lead by example. Relevant, career-ready courses will help you build your portfolio and ensure your resume stands out or prepares you for additional academic studies. Whether you come to ISU as a college freshman or someone looking to change careers, an AA degree in Homeland Security and Emergency Management from ISU is the first step in gaining in-depth knowledge and experience needed to enter the exciting and broad field of homeland security and emergency management.

ISI HSEM students comprise many different backgrounds ranging from current or former military members transitioning to the civilian sector, practitioners in a related field who wish to complete their degree and expand their skills and abilities, adult learners looking for a new career, and traditional students just entering college with a passion for helping others.

The following are a few of the program benefits and characteristics:

-General education courses do not have to be completed prior to enrollment in Homeland Security and Emergency Management (HSEM) courses.

-Students outside of Idaho pay In-State public university tuition for all HSEM on-line courses.

- All HSEM core and non-core courses are taught online using Moodle and Zoom platforms for added convenience and access to students and instructors from across the country.

-Course offerings provide students with flexibility to select core courses and electives from different disciplines to customize their learning experiences towards the areas they are most interested in within the homeland security enterprise.

Students will combine HSEM courses with General Education courses to complete their AS degree and are encouraged to continue their education towards earning their BS in Homeland Security and Emergency Management at Idaho State University.

Additional Information: https://www.isu.edu/esd/",Associate Level,No,Northwest Commission on Colleges and Universities,https://www.isu.edu/meridian/,6/16/2020
254,Idaho State University Meridian,Bachelor of Science in Homeland Security and Emergency Management,"Idaho State University (ISU) Meridian offers a Bachelor of Science in Homeland Security and Emergency Management (HSEM). The blended program positions graduates to embark on a wide array of professions involving the collective capabilities of the whole community to prepare for, respond to, recover from, and mitigate all theats and hazards. ISU recently acquired the HSEM program from Concordia University-Portland providing students the best of both programs and greater course options and pathways as they seek meaning knowledge about protecting and securing our country.

The ISU HSEM program is a multidisciplinary program that will prepare you to communicate clearly, adapt to any situation, and lead by example. Relevant, career-ready courses will help you build your portfolio and ensure your resume stands out or prepares you for graduate studies. Whether you come to ISU as a college freshman or someone looking to change careers, a BS in Homeland Security and Emergency Management from ISU will provide the in-depth knowledge and experince needed for success in your career.

ISI HSEM students comprise many different backgrounds ranging from current or former military members transitioning to the civilian sector, practictioners in a related field who wish to complete their degree, adult learners looking for a new career, and traditional students just entering college with a passion for helping others.

The following are a few of the program benefits and characteristics:

-General education courses do not have to be completed prior to enrollment in Emergency Management courses.

-Students outside of Idaho pay In-State public university tuition for all Homeland Security and Emergency Management (HSEM) on-line courses.

-All Homeland Security and Emergency Management (HSEM) core and non-core courses are taught online using Moodle and Zoom.

-Course offerings provide students with flexibility to select core courses and electives from different disciplines to customize their learning experiences towards the areas they are most interested in within the homeland security enterprise.

Additional Information: https://www.isu.edu/esd/",Bachelor Degree,No,Northwest Commission on Colleges and Universities,https://www.isu.edu/meridian/,6/16/2020
